No.,Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
830,INDB,3.70B,23.09,13.84,9.24,8.11,1.29,1.99,38.13,-0.80%,12.34%,3.70%,2.50%,11.00%,81.37,0.42%,"46,088"
831,INDO,53.47M,-,-,-,21.39,6.59,-,-,12.80%,-,-,-,-,7.03,0.57%,"311,752"
832,INFL,-,-,-,-,-,-,-,-,-,-,-,-,-,29.50,0.70%,"110,595"
833,INGR,5.73B,11.93,11.24,1.55,0.80,1.76,17.40,-,-66.50%,8.36%,-23.40%,7.72%,3.90%,86.67,-0.22%,"53,447"
834,INSP,5.45B,-,-,-,20.78,24.49,-,-,29.70%,34.60%,-11.00%,27.50%,70.00%,205.67,2.68%,"78,438"
835,INSW,1.07B,-,5.19,-,3.27,0.94,14.35,-,150.90%,11.87%,-40.90%,-,-7.30%,22.15,-0.11%,"145,365"
836,INTG,99.63M,-,-,-,2.47,-,15.33,-,347.30%,-,27.40%,-,-17.00%,44.40,0.27%,12
837,INVA,1.04B,6.90,7.75,0.36,2.62,2.65,-,-,42.20%,63.79%,42.80%,19.34%,24.00%,14.45,-1.83%,"209,013"
838,IONS,5.26B,-,-,-,6.25,7.84,2.56,128.56,93.60%,-13.20%,16.50%,-,16.80%,38.96,-0.81%,"213,191"
839,IOSP,2.36B,22.76,14.92,3.03,1.46,2.25,22.34,-,223.40%,13.57%,2.40%,7.50%,10.90%,96.98,-0.14%,"47,048"
840,IPAR,2.34B,25.17,22.79,2.10,2.51,4.09,8.83,-,127.40%,9.26%,20.80%,12.00%,11.00%,75.48,0.59%,"18,028"
841,IPI,547.25M,2.01,8.73,-,1.80,0.79,9.11,7.83,992.70%,-45.45%,33.30%,-,5.00%,41.35,-0.34%,"97,727"
842,IRDM,4.95B,-,167.19,-,7.78,4.29,-,18.22,83.40%,230.99%,-15.80%,10.00%,7.20%,38.98,-0.79%,"77,952"
843,IRM,13.45B,30.26,25.42,4.70,2.89,17.79,68.72,-,30.30%,10.20%,30.40%,6.44%,5.00%,46.91,1.07%,"478,759"
844,IRMD,454.57M,45.15,29.48,2.58,10.12,7.49,8.93,-,21.70%,25.25%,4.20%,17.50%,5.20%,37.83,1.45%,"4,909"
845,IRT,4.58B,30.34,-,6.07,13.23,1.32,190.83,-,160.30%,1.40%,33.00%,5.00%,10.30%,21.34,0.33%,"347,863"
846,IRTC,4.06B,-,-,-,11.92,17.30,19.46,-,-118.80%,43.10%,2.70%,-,38.20%,148.58,3.83%,"137,725"
847,ISEE,1.34B,-,-,-,-,4.18,3.89,-,1.40%,-6.10%,27.10%,-,-,11.91,1.40%,"467,561"
848,ISIG,16.21M,-,-,-,0.80,5.01,40.51,-,24.60%,-,-21.00%,-,-4.80%,9.23,-0.32%,"9,544"
849,ISLE,261.11M,61.93,-,-,-,1.28,522.23,-,-,-,-,-,-,9.97,0.00%,"24,399"
850,ISTR,234.02M,18.56,8.19,-,2.43,1.00,2.55,-,-40.20%,5.31%,-7.20%,-,17.20%,22.97,1.10%,"9,586"
851,ITCI,5.34B,-,-,-,51.92,6.53,6.92,-,-8.40%,60.10%,-5.40%,-,202.50%,55.88,-0.10%,"226,297"
852,ITOS,913.22M,3.40,-,-,1.84,1.49,1.11,1.81,558.50%,-131.60%,-,-,-,27.18,3.31%,"149,517"
853,IUS,-,-,-,-,-,-,-,-,-,-,-,-,-,36.87,0.55%,"8,945"
854,IVT,1.80B,440.65,151.78,-,8.21,1.16,70.15,54.80,46.60%,-25.00%,-15.50%,-,-2.70%,27.09,-0.84%,"43,739"
855,IXC,-,-,-,-,-,-,-,-,-,-,-,-,-,33.80,0.30%,"270,536"
856,IYE,-,-,-,-,-,-,-,-,-,-,-,-,-,39.03,0.90%,"440,367"
857,IYK,-,-,-,-,-,-,-,-,-,-,-,-,-,194.17,-0.56%,"18,553"
858,J,16.37B,44.58,15.85,3.24,1.14,2.74,-,27.51,17.10%,14.29%,12.50%,13.76%,5.10%,128.71,0.02%,"105,461"
859,JAKK,135.47M,20.67,4.17,1.38,0.21,2.62,3.46,-,77.10%,8.83%,-27.10%,15.00%,-2.50%,14.61,2.89%,"13,566"
860,JBHT,18.06B,21.64,17.55,1.09,1.38,5.62,124.97,-,50.60%,5.48%,13.40%,19.77%,13.20%,171.94,-1.44%,"531,888"
861,JBL,7.37B,9.42,6.97,0.78,0.23,3.27,6.88,67.58,29.40%,5.58%,28.30%,12.00%,9.80%,55.29,0.67%,"202,006"
862,JCIC,424.40M,65.17,-,-,-,1.30,1414.66,-,-,-,-,-,-,9.85,0.10%,"28,497"
863,JDIV,-,-,-,-,-,-,-,-,-,-,-,-,-,32.31,0.11%,"4,881"
864,JDST,-,-,-,-,-,-,-,-,-,-,-,-,-,14.72,1.94%,"2,107,410"
865,JHME,-,-,-,-,-,-,-,-,-,-,-,-,-,28.91,-0.52%,691
866,JJG,-,-,-,-,-,-,-,-,-,-,-,-,-,71.20,-0.33%,966
867,JJN,-,-,-,-,-,-,-,-,-,-,-,-,-,28.47,4.65%,"8,326"
868,JKHY,13.87B,39.92,37.14,2.85,7.26,10.66,348.54,42.91,6.80%,8.14%,5.70%,14.00%,5.40%,195.88,0.74%,"133,502"
869,JKS,3.18B,40.43,14.37,1.39,0.45,1.37,1.39,-,172.20%,43.68%,-11.20%,29.07%,13.80%,62.21,-0.34%,"301,367"
870,JMIN,-,-,-,-,-,-,-,-,-,-,-,-,-,35.60,-0.52%,"2,529"
871,JNJ,445.32B,23.13,15.78,4.92,4.69,6.04,14.65,51.94,44.70%,6.31%,5.70%,4.70%,5.50%,171.81,0.07%,"3,087,565"
872,JNPR,9.27B,28.50,12.82,2.06,1.92,2.20,7.09,27.55,-0.90%,16.30%,-13.00%,13.86%,-1.00%,28.72,-1.58%,"2,719,917"
873,JO,-,-,-,-,-,-,-,-,-,-,-,-,-,59.25,1.23%,"21,857"
874,JOB,68.80M,3.36,7.06,-,0.42,0.65,4.85,16.00,-100.00%,-57.89%,14.35%,-,12.40%,0.58,2.44%,"157,616"
875,JWSM,1.28B,64.87,-,-,-,1.31,2551.37,-,-,-,-,-,-,9.86,0.00%,"1,977,712"
876,K,24.45B,16.02,16.79,7.89,1.71,6.45,-,50.41,16.40%,4.36%,17.00%,2.03%,1.80%,70.91,-1.45%,"689,151"
877,KAHC,1.69B,61.31,-,-,-,1.31,1057.64,-,-,-,-,-,-,9.81,-0.05%,730
878,KAI,2.18B,20.66,19.75,2.58,2.59,3.74,25.28,15.33,51.10%,8.93%,20.20%,8.00%,13.70%,193.62,0.59%,"14,049"
879,KAIR,341.21M,58.52,-,-,-,1.30,3412.05,-,-,-,-,-,-,9.86,-0.30%,"2,500"
880,KAR,1.91B,-,19.62,-,0.85,1.31,14.22,-,198.70%,98.81%,-36.80%,14.00%,-6.50%,16.52,1.10%,"195,095"
881,KBR,6.91B,-,15.86,-,0.91,4.47,16.76,30.70,124.50%,20.26%,18.00%,14.47%,11.50%,49.92,0.04%,"235,573"
882,KBWP,-,-,-,-,-,-,-,-,-,-,-,-,-,77.40,0.12%,"4,725"
883,KBWR,-,-,-,-,-,-,-,-,-,-,-,-,-,55.81,-0.28%,440
884,KDNY,1.15B,-,-,-,21.31,2.52,4.17,-,63.60%,-6.40%,20.20%,9.00%,0.40%,18.66,1.19%,"88,253"
885,KDP,51.41B,21.61,19.85,3.06,4.00,2.03,86.84,33.69,58.30%,8.95%,-19.80%,7.06%,14.50%,36.41,-0.19%,"2,312,523"
886,KE,480.40M,11.08,9.89,-,0.37,1.11,13.49,-,268.10%,47.77%,28.10%,-,8.90%,19.87,-0.40%,"5,894"
887,KELYA,787.52M,10.36,8.02,0.69,0.16,0.64,3.42,-,313.80%,35.82%,4.90%,15.00%,-1.40%,21.35,1.04%,"36,751"
888,KEN,2.29B,1.65,-,-,4.41,0.94,3.19,-,86.50%,-,32.40%,-,8.50%,42.28,-0.42%,"11,422"
889,KEQU,51.19M,-,-,-,0.30,1.48,11.63,-,-65.30%,-,-27.20%,-,4.00%,17.99,-5.11%,"15,338"
890,KEX,3.60B,-,17.20,-,1.53,1.27,111.13,-,9.60%,70.31%,-29.00%,3.20%,4.90%,62.06,1.13%,"109,799"
891,KFFB,65.02M,31.26,-,-,5.65,1.23,1.24,-,114.60%,-,4.20%,-,0.90%,7.88,-0.38%,130
892,KFRC,1.34B,16.17,14.17,1.08,0.82,6.39,11.53,22.22,35.30%,2.66%,23.20%,15.00%,3.70%,63.52,1.97%,"28,320"
893,KFS,145.74M,-,-,-,1.49,-,11.13,-,89.50%,-,6.10%,-,-11.60%,6.00,-1.15%,744
894,KIE,-,-,-,-,-,-,-,-,-,-,-,-,-,37.55,0.16%,"231,630"
895,KIM,12.57B,13.32,29.89,-,8.33,1.31,37.56,128.67,-28.90%,-15.91%,15.20%,-,3.10%,21.52,2.45%,"1,536,116"
896,KINZ,346.09M,30.93,-,-,-,1.30,865.23,-,320.10%,-,-,-,-,9.98,-0.35%,"16,636"
897,KLAC,50.44B,16.77,14.62,0.88,5.83,12.71,19.57,24.61,73.60%,12.37%,24.40%,18.98%,18.30%,356.24,3.08%,"483,462"
898,KMF,363.42M,-,-,-,-,-,-,-,-,-,-,-,-,7.72,0.26%,"33,771"
899,KMI,38.83B,38.30,14.56,-,2.47,1.28,462.24,37.48,-13.60%,1.19%,25.80%,-2.66%,4.90%,17.30,-0.06%,"4,685,629"
900,KNSL,5.08B,34.39,28.51,2.29,7.45,7.76,48.76,12.04,71.10%,17.06%,39.60%,15.00%,35.20%,224.76,-1.03%,"26,475"
901,KNTK,4.84B,-,11.63,-,12.62,-,275.05,22.47,-38.50%,1.12%,-,48.60%,-,36.74,-0.24%,"39,890"
902,KNX,8.20B,10.27,10.86,1.29,1.24,1.27,33.74,12.00,85.10%,-12.45%,31.00%,7.97%,39.90%,49.75,-1.60%,"679,304"
903,KO,269.68B,26.37,23.69,4.22,6.72,10.89,26.04,93.12,25.60%,7.06%,8.50%,6.25%,-1.60%,61.70,-1.33%,"4,035,318"
904,KOF,11.29B,15.81,14.35,1.78,1.17,2.10,4.67,-,52.40%,12.15%,9.00%,8.90%,1.90%,54.72,-2.09%,"57,375"
905,KOS,2.59B,390.00,3.29,-,1.43,4.96,7.66,14.70,81.60%,38.58%,24.00%,-,33.80%,5.88,0.43%,"2,576,116"
906,KR,33.67B,16.33,11.70,2.37,0.24,3.63,24.36,17.80,-33.60%,3.27%,1.20%,6.89%,3.60%,47.15,-0.33%,"1,961,219"
907,KRBN,-,-,-,-,-,-,-,-,-,-,-,-,-,43.98,-4.18%,"232,995"
908,KRE,-,-,-,-,-,-,-,-,-,-,-,-,-,61.22,0.51%,"2,466,020"
909,KRNL,374.52M,13.32,-,-,-,1.31,1248.41,-,-,-,-,-,-,9.83,0.00%,211
910,KRO,2.01B,13.35,8.48,0.40,0.98,2.20,5.73,-,76.80%,3.79%,21.20%,33.23%,7.30%,17.35,-0.43%,"55,279"
911,KRP,1.06B,40.47,10.47,0.86,7.18,1.63,99.62,9.47,107.70%,23.23%,24.40%,47.31%,106.60%,16.41,0.12%,"61,826"
912,KRTX,3.88B,-,-,-,104.94,8.75,8.76,-,-90.40%,-6.90%,-,-,-,133.16,-0.07%,"102,698"
913,KRUS,757.38M,-,347.98,-,5.96,8.39,21.04,-,42.00%,129.50%,-,-,-,78.37,0.99%,"27,867"
914,KRYS,1.85B,-,-,-,-,3.33,4.25,-,-83.10%,7.70%,-,-,-,74.34,2.10%,"145,032"
915,KSA,-,-,-,-,-,-,-,-,-,-,-,-,-,42.53,0.27%,"199,729"
916,KW,2.61B,7.77,19.01,-,5.45,1.84,5.65,-,237.70%,184.17%,194.60%,-7.80%,-8.10%,19.26,-0.98%,"109,887"
917,KWAC,148.22M,34.17,-,-,-,1.34,247.03,-,43.80%,-,-,-,-,10.25,0.00%,0
918,KYN,1.08B,2.58,-,-,43.52,0.96,-,-,-,-,-6.76%,-,-,8.69,1.40%,"110,717"
919,KZR,609.03M,-,-,-,-,2.68,2.51,-,-9.20%,-4.90%,-16.10%,-,-,10.29,0.29%,"215,553"
920,L,14.00B,8.97,-,0.64,0.96,0.86,17.54,6.00,282.60%,-,25.70%,14.03%,2.20%,57.66,-0.12%,"219,873"
921,LABD,-,-,-,-,-,-,-,-,-,-,-,-,-,24.06,-6.07%,"9,317,237"
922,LAC,3.97B,-,30.03,-,-,2.65,6.15,-,15.30%,350.00%,7.30%,-,-,22.73,3.01%,"976,130"
923,LADR,1.39B,18.51,9.72,-,3.42,0.92,3.22,-,453.10%,16.90%,-15.60%,-,-1.90%,11.19,0.27%,"143,423"
924,LAND,809.61M,-,-,-,10.22,1.33,16.39,105.14,-46.20%,58.80%,-53.20%,-0.06%,34.20%,24.79,1.47%,"127,453"
925,LANDO,-,-,-,-,-,1.62,-,-,-,-,-,-,-,26.45,-0.19%,"5,552"
926,LAUR,1.97B,-,11.73,-,1.79,2.01,6.70,14.61,-3.30%,41.23%,-20.70%,15.00%,-23.90%,11.73,-0.64%,"113,739"
927,LBAY,-,-,-,-,-,-,-,-,-,-,-,-,-,26.79,-0.53%,"2,540"
928,LBC,645.14M,7.14,10.06,1.02,2.83,0.98,3.78,6.86,125.70%,-16.35%,11.70%,7.00%,9.60%,12.77,-0.04%,"3,121"
929,LBRT,2.28B,-,8.16,-,0.84,1.86,69.31,-,24.00%,110.21%,-14.60%,15.10%,45.80%,12.51,0.60%,"973,093"
930,LEGN,8.03B,-,-,-,68.71,18.27,10.13,-,-20.20%,19.60%,-,-,-,48.32,-6.86%,"596,841"
931,LEU,411.14M,3.08,10.82,-,1.48,-,2.44,9.14,-69.70%,-10.47%,27.20%,-,-0.80%,31.08,4.98%,"45,353"
932,LFTR,256.57M,35.27,-,-,-,1.32,-,-,189.30%,-,-,-,-,9.91,0.00%,"1,000"
933,LFUS,5.96B,18.05,15.49,22.56,2.66,3.07,12.92,27.33,115.40%,-4.91%,19.90%,0.80%,14.50%,251.95,1.37%,"18,336"
934,LGAC,705.11M,185.47,-,-,-,1.31,3525.53,-,-,-,-,-,-,9.83,0.00%,"45,545"
935,LGL,73.33M,4.96,33.24,0.25,2.47,1.32,1.65,-,-,215.38%,118.20%,20.00%,6.10%,13.60,-0.22%,"4,991"
936,LGVN,131.04M,-,-,-,100.80,3.92,4.30,-,-353.10%,-13.40%,-,-,-,6.46,0.47%,"37,975"
937,LHC,461.67M,84.19,-,-,-,1.29,4616.70,-,-,-,-,-,-,9.86,0.10%,400
938,LHX,43.14B,24.30,15.33,3.92,2.49,2.26,107.32,47.62,75.10%,8.28%,12.50%,6.20%,24.70%,226.59,0.42%,"458,121"
939,LI,38.52B,12436.67,18.29,941.46,7.89,5.87,5.36,28.13,61.10%,485.70%,-,13.21%,-,35.78,-4.10%,"9,247,443"
940,LIN,139.52B,36.81,21.79,3.53,4.39,3.37,31.25,31.60,55.70%,10.46%,7.00%,10.43%,23.90%,283.21,-0.89%,"778,096"
941,LITE,5.57B,33.99,12.11,4.30,3.31,3.10,2.17,13.69,190.20%,16.67%,148.90%,7.90%,14.10%,84.38,0.95%,"154,569"
942,LJAQ,173.57M,-,-,-,-,1.29,867.87,-,-601.30%,-,-,-,-,10.10,0.90%,200
943,LJPC,153.82M,44.86,26.91,3.40,2.96,-,3.45,11.31,139.90%,475.00%,16.30%,13.20%,161.80%,6.19,0.00%,"47,028"
944,LKFN,1.71B,18.29,16.70,1.83,8.82,2.88,3.50,17.71,13.30%,4.52%,12.80%,10.00%,6.80%,68.58,-0.25%,"23,153"
945,LKQ,14.86B,14.18,12.36,0.42,1.12,2.61,45.45,17.05,74.90%,7.53%,20.00%,33.50%,8.80%,52.60,-0.30%,"360,399"
946,LLY,305.54B,48.40,34.26,3.28,10.42,31.58,118.97,87.54,-9.80%,14.67%,18.90%,14.74%,5.90%,323.44,-0.85%,"755,989"
947,LMAO,132.91M,75.56,-,-,-,1.35,1329.06,-,-,-,-,-,-,10.20,0.00%,0
948,LMT,104.39B,17.24,13.75,1.80,1.59,10.47,55.44,23.69,-7.10%,27.49%,13.50%,9.60%,7.20%,396.49,1.57%,"707,710"
949,LNFA,78.59M,110.22,-,-,-,1.41,261.95,-,170.10%,-,-,-,-,10.14,0.00%,0
950,LNG,33.50B,-,10.09,-,1.65,-,13.47,11.10,233.00%,53.36%,-28.20%,24.02%,65.40%,134.37,1.71%,"814,375"
951,LNTH,4.72B,-,19.87,-,8.71,9.42,44.74,113.35,-324.40%,16.86%,-26.90%,37.73%,7.10%,74.23,3.84%,"854,571"
952,LOPE,2.88B,15.29,14.03,-,3.19,4.50,10.91,10.81,8.60%,11.51%,13.40%,-,0.50%,91.91,0.64%,"53,827"
953,LPG,632.19M,9.05,9.23,0.60,2.31,0.70,-,11.37,-4.10%,-9.90%,133.10%,15.00%,10.40%,16.18,-0.19%,"125,754"
954,LPI,1.28B,14.44,1.68,1.38,0.76,3.03,19.66,2.16,113.40%,57.75%,19.50%,10.49%,18.50%,77.42,1.19%,"211,680"
955,LPLA,14.43B,32.92,12.15,1.58,1.79,8.62,8.72,-,-3.90%,59.22%,21.40%,20.90%,13.80%,191.51,2.41%,"208,708"
956,LPX,4.84B,3.61,8.22,0.72,0.99,3.19,7.76,3.98,215.40%,-49.13%,68.50%,5.00%,15.30%,61.69,3.07%,"435,518"
957,LQDA,338.86M,-,-,-,25.48,5.11,5.86,-,60.50%,48.80%,7.20%,-,-0.60%,5.20,-4.15%,"4,630,275"
958,LRN,1.78B,20.34,16.47,1.02,1.09,2.31,5.77,8.94,183.20%,3.64%,49.00%,20.00%,12.00%,43.61,1.04%,"177,772"
959,LSAK,314.14M,-,23.39,-,2.32,1.21,1.71,-,60.70%,184.30%,-19.10%,15.00%,-26.00%,5.40,0.37%,"33,697"
960,LSCC,7.44B,70.25,29.84,4.68,13.53,18.28,60.52,44.15,101.20%,18.38%,28.40%,15.00%,3.80%,57.76,2.91%,"550,450"
961,LSI,9.60B,33.90,26.90,6.78,11.29,2.78,191.26,85.42,48.90%,10.75%,19.40%,5.00%,11.30%,116.80,1.09%,"239,508"
962,LSTR,5.66B,13.61,16.00,0.62,0.78,6.73,31.15,33.85,100.50%,-20.03%,25.10%,21.80%,15.60%,154.08,0.10%,"268,200"
963,LTC,1.56B,27.81,23.02,3.39,9.98,2.12,353.51,-,-41.40%,10.64%,-8.50%,8.20%,-0.80%,39.38,-0.89%,"50,481"
964,LTHM,3.90B,84.23,14.87,84.23,8.26,4.17,56.91,-,102.90%,25.26%,-60.30%,1.00%,9.70%,22.55,2.97%,"1,135,033"
965,LTRX,181.34M,-,10.42,-,1.59,2.40,7.95,-,66.80%,43.52%,-1.80%,20.00%,12.00%,5.64,8.77%,"284,854"
966,LVHD,-,-,-,-,-,-,-,-,-,-,-,-,-,37.86,-0.21%,"12,640"
967,LVHI,-,-,-,-,-,-,-,-,-,-,-,-,-,25.75,-0.66%,"20,291"
968,LW,10.84B,46.58,26.42,3.16,2.74,27.66,25.28,53.04,-13.10%,44.85%,2.40%,14.75%,4.20%,75.15,0.65%,"248,227"
969,LWLG,1.14B,-,-,-,-,43.71,47.01,-,-142.20%,-,-21.60%,-,-,11.35,8.15%,"576,625"
970,LXU,1.06B,-,7.73,-,1.62,2.15,3.09,8.63,-62.40%,-27.56%,-1.50%,12.00%,8.20%,12.46,-1.11%,"99,621"
971,LYB,28.88B,5.08,5.56,1.52,0.57,2.31,16.18,5.71,294.90%,-3.87%,12.90%,3.33%,9.60%,88.59,-0.85%,"643,012"
972,LYV,20.17B,-,58.75,-,2.59,-,3.44,7.44,62.00%,148.32%,-67.70%,-,-5.60%,92.31,1.24%,"703,790"
973,M,4.80B,3.45,4.06,-,0.18,1.57,7.14,2.57,133.50%,-3.73%,17.50%,-1.54%,-0.40%,18.23,0.36%,"5,384,253"
974,MAGA,-,-,-,-,-,-,-,-,-,-,-,-,-,35.89,-2.53%,76
975,MAIN,3.05B,8.75,13.62,1.09,9.96,1.62,169.17,-,972.60%,6.57%,12.40%,8.00%,10.10%,42.49,0.18%,"119,090"
976,MANT,3.93B,28.91,25.41,5.37,1.51,2.31,65.10,28.38,12.70%,6.97%,17.90%,5.38%,9.80%,95.85,-0.03%,"31,882"
977,MAR,48.51B,33.46,20.47,0.84,3.08,27.95,46.55,36.04,507.20%,23.92%,4.10%,39.75%,-2.10%,152.66,1.15%,"1,007,603"
978,MARPS,15.55M,17.42,-,-,14.14,13.75,14.14,51.85,-71.90%,-,-25.60%,-,-15.60%,8.12,5.45%,"53,678"
979,MAT,7.98B,7.77,11.60,0.78,1.42,4.92,14.88,26.74,614.00%,31.20%,22.70%,10.00%,0.00%,23.20,2.75%,"1,266,265"
980,MATX,3.22B,2.93,7.16,0.20,0.73,1.75,8.19,2.92,383.60%,-60.41%,63.30%,15.00%,15.10%,86.57,5.84%,"226,705"
981,MAYS,86.86M,325.76,-,-,4.12,1.62,45.72,434.30,143.90%,-,-23.50%,-,1.70%,40.30,-6.28%,12
982,MBI,678.40M,-,-,-,5.34,-,4.49,2.66,8.10%,45.70%,-28.80%,10.00%,-11.60%,12.36,-0.72%,"40,280"
983,MBNKP,-,-,-,-,-,-,-,-,-,-,-,-,-,25.76,0.84%,4
984,MBWM,514.07M,9.46,8.86,1.18,3.56,1.22,0.65,7.25,36.10%,13.80%,13.50%,8.00%,3.90%,33.16,-0.99%,"5,436"
985,MCB,688.60M,10.15,6.63,-,3.70,1.30,0.48,-,38.50%,24.32%,99.90%,-,31.40%,68.52,2.59%,"44,823"
986,MCBC,305.06M,11.46,10.58,1.43,5.40,1.27,0.27,11.87,-4.00%,10.09%,12.50%,8.00%,2.20%,9.17,0.55%,"9,158"
987,MCBS,530.71M,8.10,8.49,-,4.50,1.76,1.20,4.38,69.60%,-9.32%,24.50%,-,20.10%,21.17,-1.35%,"5,875"
988,MCD,187.90B,27.10,23.92,3.70,7.91,-,-,60.67,59.10%,8.84%,13.00%,7.33%,-1.20%,255.06,-0.56%,"890,468"
989,MCK,46.87B,45.55,12.94,3.35,0.18,-,13.27,14.52,125.70%,9.27%,-20.80%,13.59%,5.90%,327.67,-0.70%,"251,791"
990,MCRI,1.13B,15.46,13.36,1.10,2.63,2.52,34.07,13.05,181.10%,9.11%,20.40%,14.00%,12.70%,61.74,-0.76%,"24,329"
991,MEOH,2.67B,5.96,9.28,0.21,0.58,1.44,2.37,2.61,407.70%,-34.95%,116.20%,28.70%,17.20%,38.73,-1.02%,"123,012"
992,MERC,950.40M,3.80,6.47,0.66,0.48,1.25,2.31,26.40,796.20%,-37.75%,36.90%,5.73%,14.10%,15.78,8.34%,"673,815"
993,MET,48.51B,7.88,7.39,1.89,0.68,0.93,2.07,4.25,28.60%,17.99%,18.40%,4.18%,3.10%,61.23,0.71%,"1,981,803"
994,METC,503.93M,6.71,3.35,1.59,1.28,2.03,7.05,6.32,877.30%,-40.55%,46.20%,4.23%,122.30%,11.37,-1.56%,"300,199"
995,MGEE,2.74B,26.36,23.14,4.32,4.23,2.65,103.86,-,12.70%,6.25%,6.10%,6.10%,2.20%,75.96,-0.96%,"25,147"
996,MGIC,935.42M,30.05,16.00,2.40,1.83,3.60,8.33,92.62,16.30%,9.59%,17.40%,12.50%,19.00%,19.67,2.45%,"15,468"
997,MGPI,2.22B,20.48,21.34,1.37,3.11,3.35,81.38,60.21,82.40%,8.41%,18.90%,15.00%,14.50%,103.85,0.41%,"28,217"
998,MGRC,1.86B,21.01,16.50,2.10,2.90,2.57,1162.80,11.61,-12.00%,12.22%,18.10%,10.00%,7.80%,78.55,0.65%,"10,669"
999,MGU,292.04M,3.31,-,-,22.74,0.85,-,-,-,-,-,-,-,23.49,0.07%,"8,530"
1000,MGY,4.71B,7.51,5.46,0.65,3.78,4.42,13.61,7.97,132.70%,-8.99%,-,11.54%,-,22.04,1.38%,"300,387"
1001,MGYR,83.95M,11.57,-,-,2.97,0.81,1.48,12.53,169.30%,-,40.20%,-,6.90%,11.84,0.00%,2
1002,MIC,363.07M,-,-,-,1.45,1.18,9.66,-,-207.50%,-,-32.80%,-3.80%,-30.90%,4.10,0.24%,"846,670"
1003,MIRM,714.41M,-,-,-,22.33,6.55,5.11,-,32.30%,34.20%,-,-,-,24.25,6.31%,"67,753"
1004,MIST,201.47M,-,-,-,13.43,2.79,2.01,-,39.80%,4.20%,-,-,-,6.97,4.34%,"55,992"
1005,MKL,16.92B,9.98,14.74,1.00,1.35,1.29,4.35,7.68,217.30%,9.82%,41.40%,10.00%,17.90%,1277.82,0.14%,"9,276"
1006,MLAC,84.35M,21.66,-,-,-,2.31,-,-,178.30%,-,-,-,-,10.20,0.00%,"10,215"
1007,MLI,3.45B,6.24,10.40,0.52,0.87,2.53,24.76,9.73,233.50%,-21.70%,36.40%,12.00%,12.90%,62.44,0.94%,"210,453"
1008,MLPA,-,-,-,-,-,-,-,-,-,-,-,-,-,38.86,-0.13%,"36,460"
1009,MLPB,-,-,-,-,-,-,-,-,-,-,-,-,-,16.98,-0.41%,"2,497"
1010,MLPX,-,-,-,-,-,-,-,-,-,-,-,-,-,39.78,-0.03%,"59,918"
1011,MMC,75.94B,24.27,20.42,2.79,3.74,7.05,98.37,41.73,55.60%,10.25%,12.70%,8.70%,8.50%,153.91,0.41%,"692,978"
1012,MMI,1.45B,9.61,8.41,1.60,1.01,2.26,2.70,7.20,228.90%,16.71%,16.40%,6.00%,12.60%,38.15,-0.12%,"15,843"
1013,MMLP,149.19M,17.42,-,4.84,0.16,-,497.29,4.18,96.90%,-,-15.00%,3.60%,1.30%,4.03,4.81%,"29,825"
1014,MMP,10.51B,12.42,10.77,1.66,3.79,5.94,2285.00,-,21.40%,9.80%,3.80%,7.48%,4.40%,49.87,-0.93%,"236,305"
1015,MMYT,2.94B,-,63.29,-,9.68,3.46,6.16,490.47,19.70%,354.55%,27.50%,-,-7.50%,28.42,-0.21%,"89,313"
1016,MN,242.13M,12.96,-,1.62,1.65,2.62,2.73,8.65,399.60%,-,14.10%,8.00%,-10.20%,12.68,-0.24%,"52,370"
1017,MNDT,5.33B,-,-,-,10.68,3.76,2.50,-,-14.60%,82.90%,9.30%,-,-7.30%,22.65,-0.04%,"2,923,621"
1018,MNRL,1.46B,16.34,9.63,1.04,7.32,2.01,234.92,12.60,199.20%,-11.04%,36.10%,15.78%,50.00%,24.82,-0.06%,"154,570"
1019,MNST,51.30B,38.02,29.83,2.73,8.82,7.42,18.77,55.59,-2.40%,18.77%,16.70%,13.93%,12.70%,97.54,1.33%,"1,085,072"
1020,MNTK,1.50B,175.25,20.36,-,10.10,8.22,25.12,44.58,-198.10%,38.16%,-,-,-,10.66,-0.28%,"34,329"
1021,MOFG,464.21M,7.80,8.02,0.98,2.66,0.94,5.70,4.39,962.70%,3.78%,19.70%,8.00%,9.50%,30.76,1.18%,"2,986"
1022,MOG-A,2.57B,17.98,13.61,2.49,0.88,1.82,21.33,16.16,12.30%,9.16%,7.00%,7.21%,3.40%,80.59,-1.04%,"16,471"
1023,MOH,17.07B,25.94,15.59,1.58,0.59,6.33,2.19,9.33,0.30%,13.31%,64.70%,16.40%,9.30%,298.08,-2.25%,"275,886"
1024,MOS,16.88B,6.80,4.56,0.76,1.21,1.51,19.14,17.61,153.60%,-23.58%,38.20%,8.91%,11.50%,47.73,-0.71%,"1,922,141"
1025,MOV,745.44M,8.02,7.87,0.53,0.98,1.70,3.31,7.78,172.60%,6.50%,20.30%,15.00%,5.80%,34.62,1.20%,"15,619"
1026,MPB,426.37M,10.81,7.64,-,3.23,0.89,0.56,9.45,-12.70%,16.69%,8.00%,-,25.10%,27.57,0.29%,"1,100"
